[2] [4] [6] [8] [10] [12] [14] [16] [18] [20] [22] [24] [26] [28] [30] [32] [34] [36] [38] [40] [42] [44] [46] [48] [50] [52] [54] [56] [58] [60] [62] [64] [66] [68] [70] [72] [74] [76] [78] [80] [82] [84] [86] [88] [90] [92] [94] [96] [98] [100] 
0.07223267478519058 0.19933073011628677 0.21495439215046735 0.29569176989799056 0.38174300482373313 0.25702725863201475 0.3042137346980351 0.3453046672962227 0.33807303042571385 0.29773190456514015 0.37188452441367886 0.4401132834347963 0.3520836008210814 0.3210925195408807 0.3361601492184161 0.34878831501515184 0.4049958000411133 0.5076376211336697 0.29905081492010516 0.344345315612029 0.3873709642397164 0.37083471922098715 0.38388277038235397 0.3519968844379323 0.430134686101233 0.323334339819865 0.4256826434927909 0.31285953100600816 0.388752568947762 0.45112086986181715 0.40187723562649136 0.4007207423280132 0.3589697916500087 0.36926150908787797 0.33496719321824037 0.45959092179037664 0.37504245322954 0.4036049525668396 0.3590187146303884 0.40532622545165736 0.44182174370063954 0.391053912184126 0.3799570505958316 0.3648433732500344 0.365722174990916 0.35805098480946407 0.4477031515572569 0.3513659290816229 0.3264784310626122 0.44103184971894077 
0.26049551851321456 0.11199802211313654 0.33662067070958723 0.08940773191007245 0.410597746921552 0.3657201062988177 0.21243688559995644 0.3809599592566829 0.2553741846821345 0.35674735386143724 0.33375440824809016 0.3198252753605246 0.43388214206998377 0.3383163950051213 0.33513755979883403 0.3415760848027864 0.3100194961282543 0.41076435021256746 0.3463183158209717 0.4110944888152088 0.43252254714602156 0.391804370793381 0.36616831797208127 0.3664645988575044 0.39681158573435915 0.4040928224342268 0.34644853318157065 0.4078108550601265 0.36844256182240837 0.41026364483186945 0.3921800717285297 0.34747416118955526 0.4064608406680181 0.36104634267551683 0.3721135433212592 0.4950919918241532 0.32343407692988174 0.42842905041426343 0.40343873935500596 0.3854222492515475 0.4207858651642554 0.3678978859445543 0.35043348680230313 0.4451714003933479 0.37095832364021936 0.3977162536852068 0.36829129867929394 0.38687306215856027 0.45038372943534444 0.40622550595065704 
0.25733084598823713 0.0955700243086775 0.05058115695849709 0.395729018366023 0.38641302181957204 0.31894143546130765 0.4108021609142328 0.34640290548749025 0.4768990711861439 0.39924821697785273 0.3234429244329905 0.26718249808956657 0.39644873697640726 0.41958257283389244 0.2861421471078689 0.4156125108249908 0.3331353210078875 0.3610174750067144 0.3607069860165989 0.39173520779101034 0.32171388149618824 0.35300493178013265 0.3447289672652184 0.44399670263396485 0.3667739109380563 0.38626185627728027 0.3854971921145513 0.32933980737908897 0.31460504405184875 0.38957260031629043 0.4628900801545722 0.39836246960061245 0.3726481085212563 0.3265524783289149 0.38101979525188373 0.43259225726165956 0.4433310441064508 0.33809715205709057 0.40255296205780183 0.3876478539563558 0.3773475314466844 0.3470157495427824 0.3799946985477936 0.4506022122112261 0.38928918560651654 0.3673880539147654 0.39867801895551 0.38241401572037886 0.4223699633949776 0.38473694669799835 
0.33291865203883464 0.9647383631399145 0.9302811683233414 0.8853604709707033 0.8312545156845563 0.769013479113935 0.6995466277953493 0.6250020201514399 0.5467932921143164 0.46574595990743184 0.38455730615662015 0.30471846244478146 0.26818020190931935 0.38578342259953147 0.31803826563303295 0.4967603575143144 0.4054268560576578 0.5787073341881391 0.46354187274766756 0.6258926988972343 0.48859522554179535 0.6358964954310425 0.4800592164243056 0.60970967777321 0.4405718424874792 0.5515060538225065 0.37558628780790687 0.46812022098071143 0.40294935549549526 0.4195752447960645 0.4294145779097762 0.4321314729103178 0.4275679908646337 0.4157577586839717 0.39693903408778564 0.37156822346228635 0.34034227096544756 0.31762468811809513 0.3181262130637588 0.3155621161963433 0.310815448073538 0.3051752205741932 0.29790723955535037 0.28962729980512375 0.2836092355167864 0.2787480091378366 0.2745835125985773 0.289878019411833 0.30813306288124476 0.3220968280405606 
0.13737957427022413 0.28438755186136944 0.29139282769774805 0.2917335012306396 0.28263983447777313 0.4245156801216243 0.4028581441925084 0.28040060695079805 0.367268987396039 0.3868518163809868 0.29648717041994144 0.4061588625796636 0.34541823364547003 0.350841519435848 0.3903571061470744 0.3984392588286656 0.378077693918269 0.43034046183151375 0.35245870954926695 0.3948449255197648 0.4283076338781914 0.3379859440851473 0.3201355917364848 0.4322698224794033 0.3755524068812759 0.33311978701432404 0.46099382675990086 0.3472913728029288 0.39198140431561734 0.34832255900475145 0.3753132551502601 0.3684852812749646 0.3962432210800455 0.3519313558394488 0.40372464472732594 0.41592484089764875 0.367466427840212 0.4226535142807868 0.4553783425907741 0.4113225285631021 0.40206356253876235 0.36233287924292745 0.3479508478157579 0.39418127571330963 0.3836357630407433 0.3504723500537116 0.4078872707708084 0.3847459393429761 0.3965031237167524 0.4099190782895695 
0.00734906817051764 0.3170281697860701 0.2695791281259337 0.29024267813731813 0.2846030572746558 0.35518279381015183 0.20730597122746353 0.37965163175779565 0.32791248853156585 0.3533009595850338 0.36866479912525246 0.3936980567565179 0.3123270647344947 0.37492144902979885 0.36130841887704207 0.4309359681697204 0.38145867860180266 0.3087568647330467 0.4440800830340803 0.4041831805599516 0.35306305695874524 0.3453320181561185 0.323942385221131 0.3951935463386095 0.39341629492079216 0.38450722788050024 0.36965058149314023 0.3422567055226715 0.32857626189194955 0.4561516441806824 0.36214820274820103 0.3657297560484327 0.40653910226448864 0.4193512391509146 0.37319413664263323 0.3813468316327126 0.36885794819558 0.3521182004818683 0.4009160289005489 0.4247754744378018 0.4306587671969518 0.3725603487195516 0.3881471703021004 0.3974978170455796 0.377842535853867 0.4066710559499521 0.3681146618602849 0.3697383801578197 0.3847219016317208 0.3813547461813285 
0.40424365821532127 0.1734910295045989 0.27593456156386503 0.28040373838365984 0.3919391904629635 0.35226588343374043 0.3219648649108242 0.4430390227133244 0.24944171949517857 0.23865168974698484 0.44431715652603404 0.4383764088174704 0.4774551921319245 0.26180930798197743 0.3134795140472441 0.36086562670319905 0.4594106532974264 0.48927104800093646 0.3232260312057206 0.41927200512111856 0.318434710628696 0.3640532126197411 0.4392584391438772 0.3879565702434607 0.34038256679416745 0.3428510398960674 0.44171677389511105 0.41591439829649574 0.35226443947384867 0.39192393247987084 0.3575952243168783 0.42427650843646336 0.37221113259364363 0.36790030279066144 0.3789865529740727 0.38711304938121993 0.3753785632541464 0.3806722534700662 0.4365407481656401 0.3770873353260416 0.3749971335964368 0.34794319740649216 0.3842222573385682 0.3463007268776654 0.3706997695946246 0.409118087188926 0.4047056059244785 0.3967769026865458 0.3664329041794493 0.38609839161636716 
0.13101842348493548 0.43541155621412225 0.7748015357585123 0.6352496945281229 0.2829925180840734 0.3559980898115703 0.24014405320175727 0.2806451624861866 0.2337311819461149 0.21627217796054013 0.3324831097987222 0.35073638725370676 0.3153304462328742 0.3457775192982731 0.2846427123936982 0.4475682565344684 0.39926938817942653 0.3529352844022963 0.4381641319440714 0.34538017123177084 0.42114650524819097 0.31539039100087024 0.40079749240047785 0.35119670284578813 0.3400850513319801 0.3231891645215026 0.3554384614820397 0.3319945631141787 0.36811902992146195 0.391493094158953 0.3574321488974782 0.46695666019722903 0.4203747068850795 0.42811265027887496 0.43684596589470137 0.37429663183537276 0.3778368090370525 0.3578890077828941 0.36555799817415185 0.3609016922550613 0.37368575443778046 0.404764976840067 0.38920689241060785 0.40678439205101574 0.41425420917225725 0.413650168006867 0.39004536733556205 0.40462754005253115 0.37434073416669716 0.328599870277473 
0.06637625727548063 0.44784282280605753 0.7555411455678818 0.5946045177732343 0.3304250982245231 0.3325615332195156 0.17552962015288148 0.40018448992177863 0.21004687757461868 0.5734631082590296 0.5636070100372252 0.5973101046585224 0.6316175895444202 0.6647287303280206 0.2926098521518951 0.608676569070593 0.40089977789536907 0.4540277261446455 0.5175984051192792 0.5749369096479525 0.5498518731858827 0.49804298215777465 0.45744523109565854 0.46613485545470756 0.3926879591736557 0.4240158762347405 0.43623182473659544 0.3637650404031 0.35825256919572585 0.3531917538422387 0.3944209280880238 0.40033131044257614 0.4246231939110333 0.38471102490635944 0.408719309123366 0.3573501495729353 0.36637583395133755 0.4217883957981349 0.3691825798455325 0.4434820276440574 0.41671110292011915 0.4462312151914684 0.41407938649275033 0.3921890027080863 0.4472735716644233 0.43225087284734415 0.4498101709989815 0.4190589231779401 0.4178541970071397 0.42986832134363945 
0.3046395397176057 0.16793049775472532 0.14647541858441981 0.45820483929895245 0.3316527807315059 0.34352559968564794 0.12265606316229806 0.2523839888775383 0.44056671258157176 0.35334758920082443 0.3350862001021847 0.505395219972332 0.7026836978609805 0.4738612506426394 0.46923325759636975 0.30249394053636736 0.48663661197379643 0.6838266828713646 0.3093761680914829 0.5035400753579845 0.5227895992537176 0.4977304980166012 0.4083937157711893 0.6843904801589823 0.41443845597784396 0.5065505734904462 0.5220696528993853 0.5950329315309575 0.4252782777989052 0.4916680756836859 0.6524818983405989 0.47951949207668815 0.4870386921000301 0.8185554904453124 0.49457181551495866 0.7241866585213832 0.46415496986940674 0.4854034728199415 0.49281687972983773 0.518126487723279 0.6080335114872089 0.6881350144270209 0.4620830351482321 0.6049673980791744 0.7332102578698989 0.5066124954928081 0.624978088625323 0.7307536011775901 0.5202002434096159 0.4711624703571405 
0.07911267880928943 0.31903464756570715 0.30111190631158774 0.12065345659185421 0.3666070934284454 0.49474730275399165 0.2588041116315642 0.30035326471293994 0.3180038432268717 0.3832509693046786 0.3446670683495446 0.400262320879391 0.37763285219975307 0.3416463396877072 0.41531762056826 0.3826107762377315 0.3408019947099061 0.35157744913931394 0.3563070200571802 0.36327020124524684 0.33270479814359083 0.39201604905000564 0.4360718217142522 0.4144214771890143 0.4173974670320186 0.32850829388973085 0.4052503256682574 0.3872524215472477 0.4058785608980167 0.3589722593322666 0.4258332524774072 0.40017718295864185 0.3900340888518527 0.41655479531477624 0.40863520011031945 0.4078537759667514 0.40794431384005875 0.4041088514686882 0.39043087705713525 0.35428097670578973 0.39625199193332244 0.3954119834150008 0.40022644404129887 0.39812526448813657 0.3942096851140441 0.4021021365477607 0.4312017315090723 0.3569697714044472 0.4009532627792941 0.35988839202678163 
0.024754650233452597 0.4855664457688395 0.5887309565354762 0.40134709934545704 0.522445654441512 0.5597783552218352 0.5676001643265579 0.34970469134381116 0.49111798304687126 0.4137810976667381 0.32490272380708307 0.32031569563619644 0.2753197169039369 0.24557855659374792 0.2768156012887272 0.33771649792839464 0.26197650430805547 0.3134085912700851 0.3869900030489965 0.3351097078848429 0.3467283407383147 0.4132229379426232 0.46937703056452873 0.3330289756732827 0.4251351442599259 0.38421787671840135 0.39103985458575763 0.4261983543892343 0.42235983672387517 0.363262423509545 0.3717277630928884 0.3705410987077709 0.3753292588963484 0.38492782554189087 0.38781633658084325 0.4106572932836195 0.37987874139503236 0.4107400102300029 0.398894246310635 0.4366201727828336 0.38914995987812484 0.36441162089823864 0.379259604513458 0.35438503256349363 0.38030198605097426 0.3699323736137401 0.3587261269021768 0.3521817322811767 0.3207658743656903 0.3789286675179291 
0.22750290117282324 0.2462704950630864 0.32052626482324953 0.20013579826380923 0.2587852476474533 0.28412081348076645 0.3258299182813558 0.3327170050602092 0.3164665510932925 0.4315603311449788 0.3076198999308686 0.3012633444817868 0.3580934826507088 0.41838412030072836 0.4474275380674714 0.34345141941506874 0.4136913498116151 0.40227467570307923 0.33410412880809315 0.30647499096479847 0.3933499044264857 0.3970381004049095 0.38676005878032343 0.4211729387839842 0.35046315406533723 0.3564228810544305 0.39509995566010025 0.427835044090425 0.40914887608385164 0.376087562293312 0.3600716317685481 0.40958752632625145 0.3577013580312054 0.39400083859329976 0.34987479867806265 0.4173865506891527 0.3692213245793708 0.3689978532900258 0.3837921720742246 0.41151324277212925 0.3696648604740103 0.38469607290394753 0.45704624034039953 0.46937555056744273 0.43396534679212634 0.40120319615364103 0.38029469246976794 0.43413524551379823 0.4196100220248031 0.42887354089840635 
0.13992697459616765 0.1977026846428586 0.17997917762691704 0.4609919447672373 0.4174076087734108 0.3574672035583016 0.39762246796198014 0.2817601837077173 0.3285302734213113 0.27687565330161373 0.33863907049680314 0.32596787401598704 0.4669235087531965 0.34561993339943164 0.3007557556094796 0.29039798954858775 0.4758412128096243 0.4719882989835262 0.4358674618415111 0.3732933647916872 0.34113553576213884 0.42151284451405113 0.35641491673715275 0.47545100387418315 0.4082489131527889 0.41066445542647406 0.3773996489494788 0.3822134871966316 0.4420529994543385 0.4338832657836171 0.40644385142678485 0.40571908660965533 0.47047171961931133 0.3696603250021433 0.3730731193431169 0.5147842090365916 0.4294473780377849 0.3485274324671632 0.4077196388723028 0.4125112838866745 0.37314790765483374 0.3711128520385056 0.39331796698091787 0.37796349161589377 0.38287819485566027 0.4140216444178611 0.3890651472103746 0.4006053868562693 0.4720583615910473 0.452396398693048 
0.08434726684366084 0.3406943838277332 0.27082863153437153 0.601247779412966 0.4701043829702452 0.5897773871068939 0.4682761231414221 0.5600216919431376 0.4047719444735657 0.4617710973124528 0.36786985670538025 0.33269229837504927 0.4524831770062996 0.3584348544320785 0.4668034007025127 0.44310978150229674 0.35752265461012916 0.48628389437793845 0.5024529031886416 0.4587216388047879 0.36697687250594735 0.44035930053008515 0.46555093456822905 0.3979101502470649 0.348871295044892 0.3933488686401521 0.3272466803551484 0.3584539457338178 0.34511147248166996 0.3283389172591059 0.36069519355433827 0.3552746774230211 0.3624158133231153 0.3442770688322083 0.3989229505067363 0.3396401612084437 0.3744415139464603 0.3677717413994441 0.4278278294810614 0.3783077791029553 0.3498584137766964 0.36704407459839605 0.39294714275819925 0.34151096586541646 0.3927041712096341 0.4009465873022279 0.35887666903289195 0.351185186887728 0.3862725963540691 0.3582308823796579 
0.3104860463569176 0.42029873044725086 0.4489945972600024 0.28125516066579503 0.13877370768295763 0.13007058477320954 0.32244017498479527 0.3696376188417207 0.32551043383756967 0.4414357723998623 0.42034097996360004 0.3682271898378521 0.31985367442105067 0.3834993481109371 0.2949379832449494 0.3370929901634979 0.3789636605123212 0.29954025146825536 0.4325768906906306 0.36732183329532725 0.37556453721052185 0.346789519252606 0.3988360285545289 0.4041912436687415 0.4979257918175105 0.4249167024003161 0.4107350868692432 0.3770923486218919 0.36502664351318415 0.31934573294653296 0.35753173853845877 0.4346650098035158 0.34339809618943734 0.455989104778371 0.4239761987438418 0.38648364242622435 0.4270877480496474 0.36506558076023626 0.4115938164410345 0.37476512246396027 0.4146715758862816 0.4108885831150139 0.3762670797779828 0.43534848525554404 0.4053023178573442 0.39862788240769775 0.41513360460630316 0.3844665068910217 0.37819260777635894 0.4222670726868417 
