# group  group_size  exttype  extval  t  delta  Q_T  file
BO  48  angle  0.44928  50  0.949639698900336282  74.9178232813  qcoGBON0T50exttypeangleextval0.44928f1s0v0.0.0.txt
BO  48  angle  0.45045  100  0.951927305529144285  78.5765705992  qcoGBON0T100exttypeangleextval0.45045f1s0v0.0.0.txt
BO  48  angle  0.45122  50  0.953396392054947528  81.1155558904  qcoGBON0T50exttypeangleextval0.45122f1s0v0.0.0.txt
BO  48  angle  0.45122  100  0.953396392054947528  81.1155558904  qcoGBON0T100exttypeangleextval0.45122f1s0v0.0.0.txt
BO  48  angle  0.4557  50  0.961504904327438625  98.6152218562  qcoGBON0T50exttypeangleextval0.4557f1s0v0.0.0.txt
BO  48  angle  0.45652  100  0.962917287347816120  102.4458941085  qcoGBON0T100exttypeangleextval0.45652f1s0v0.0.0.txt
BO  48  angle  0.45745  50  0.964469175054392558  107.0060396479  qcoGBON0T50exttypeangleextval0.45745f1s0v0.0.0.txt
BO  48  angle  0.45833  100  0.965925826289085854  111.6642175470  qcoGBON0T100exttypeangleextval0.45833f1s0v0.0.0.txt
BO  48  angle  0.45918  50  0.967294863039046104  116.4204299797  qcoGBON0T50exttypeangleextval0.45918f1s0v0.0.0.txt
BO  48  angle  0.46296  100  0.973044870579842014  141.6720721594  qcoGBON0T100exttypeangleextval0.46296f1s0v0.0.0.txt
BO  48  angle  0.46479  50  0.975626331552524984  156.8836186076  qcoGBON0T50exttypeangleextval0.46479f1s0v0.0.0.txt
BO  48  angle  0.46914  50  0.981255310627402677  204.5808431106  qcoGBON0T50exttypeangleextval0.46914f1s0v0.0.0.txt
BO  48  angle  0.46988  50  0.982145119704220471  214.8733152797  qcoGBON0T50exttypeangleextval0.46988f1s0v0.0.0.txt
BO  48  angle  0.47191  50  0.984465327861601458  247.2568197724  qcoGBON0T50exttypeangleextval0.47191f1s0v0.0.0.txt
BO  48  angle  0.47561  50  0.988280423780365846  328.3797938527  qcoGBON0T50exttypeangleextval0.47561f1s0v0.0.0.txt
BO  48  angle  0.47674  50  0.989343368075127128  361.3277838332  qcoGBON0T50exttypeangleextval0.47674f1s0v0.0.0.txt
BO  48  angle  0.47748  50  0.990003708421782536  385.3248732796  qcoGBON0T50exttypeangleextval0.47748f1s0v0.0.0.txt
BO  48  angle  0.47826  50  0.990685946036347409  413.6914625151  qcoGBON0T50exttypeangleextval0.47826f1s0v0.0.0.txt
BO  48  angle  0.47826  100  0.990685946036347409  413.6914625151  qcoGBON0T100exttypeangleextval0.47826f1s0v0.0.0.txt
